title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats
Nissan Micra,2395,96195,2006,,Petrol,Hatchback,1.4L,Automatic,5,5
Volkswagen Golf,3750,78656,2007,5,Petrol,Hatchback,1.6L,Manual,5,5
Volkswagen Golf,1995,120000,2004,6,Petrol,Hatchback,2.0L,Manual,3,5
Volkswagen Beetle,1790,72370,2006,3,Petrol,Hatchback,1.4L,Manual,3,4
Ford Focus,4950,32331,2014,2,Diesel,Hatchback,1.6L,Manual,5,5
Volkswagen Beetle,2495,1110100,2003,4,Petrol,Hatchback,2.0L,Automatic,3,4
Honda Jazz,6750,33000,2013,,Petrol Hybrid,Hatchback,1.5L,Automatic,,5
Ford B-max,4990,114850,2015,1,Petrol,MPV,1.6L,Automatic,5,5
Ford Mondeo,2500,121480,2007,3,Petrol,Hatchback,2.3L,Automatic,5,5
SEAT Ibiza,2799,99061,2011,,Petrol,Hatchback,1.2L,Manual,3,5
Peugeot 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5
Ford Focus,8975,86500,2017,,Diesel,Hatchback,1.5L,Manual,5,5
Ford Focus,5500,62037,2014,2,Petrol,Hatchback,1.0L,Manual,5,5
Chevrolet Spark,2495,45000,2012,4,Petrol,Hatchback,1.0L,Manual,5,5
Suzuki Alto,2495,64269,2012,,Petrol,Hatchback,1.0L,Manual,5,4
Toyota Aygo,2995,39000,2014,5,Petrol,Hatchback,1.0L,Manual,5,4
Honda Civic,2499,83000,2005,5,Petrol,Hatchback,1.6L,Automatic,5,5
Renault Clio,5495,74653,2015,3,Petrol,Hatchback,1.2L,Manual,5,5
Fiat 500,6740,22116,2015,1,Petrol,Hatchback,1.2L,Manual,3,4
Lexus IS 250,4895,106150,2007,,Petrol,Saloon,2.5L,Automatic,4,5
Volkswagen Polo,6495,66000,2011,1,Petrol,Hatchback,1.2L,Automatic,5,5
Volkswagen Golf,1250,110000,1996,,Petrol,Convertible,2.0L,Manual,2,
Volkswagen Polo,3495,127000,2015,,Petrol,Hatchback,1.0L,Manual,3,5
Mercedes-Benz A Class,15900,62402,2019,1,Petrol,Hatchback,1.3L,Automatic,5,5
Ford Focus,8975,86500,2017,,Diesel,Hatchback,1.5L,Manual,5,5
Vauxhall Astra,3995,75000,2013,,Petrol,Hatchback,1.6L,Manual,5,5
Volkswagen Polo,6450,53193,2011,,Petrol,Hatchback,1.2L,Automatic,,5
Peugeot 306,2695,25240,1997,3,Petrol,Hatchback,1.4L,Manual,5,5
BMW 3 Series,4000,94000,2007,2,Petrol,Saloon,2.5L,Automatic,,
Toyota Yaris,1975,111555,2007,4,Petrol,Hatchback,1.8L,Manual,3,5
Peugeot 208,5530,58700,2017,2,Petrol,Hatchback,1.2L,Manual,5,5
Ford Fiesta,2289,120000,2012,,Diesel,Hatchback,1.6L,Manual,5,5
Toyota Yaris,2495,121600,2008,4,Petrol,Hatchback,1.3L,Manual,5,5
Volkswagen Phaeton,2889,98000,2006,,Petrol,Saloon,3.2L,Automatic,4,5
Volkswagen Polo,3495,127000,2015,,Petrol,Hatchback,1.0L,Manual,3,5
Ford Focus,8975,86500,2017,,Diesel,Hatchback,1.5L,Manual,5,5
KIA Sportage,10198,50028,2016,,Petrol,SUV,1.6L,Manual,5,5
Ford Fiesta,2490,77935,2008,4,Petrol,Hatchback,1.3L,Manual,5,5
Volkswagen Beetle,2490,84500,2009,,Petrol,Hatchback,1.6L,Manual,3,4
Hyundai i30,4995,87000,2013,4,Petrol,Hatchback,1.4L,Manual,5,5
Volkswagen Golf,4450,96866,2011,2,Diesel,Hatchback,1.6L,Automatic,5,5
Lexus CT 200h,5950,140000,2011,6,Petrol Hybrid,Hatchback,1.8L,Automatic,5,5
Vauxhall Astra GTC,5699,58000,2014,,Petrol,Coupe,1.4L,Manual,3,5
Hyundai ix35,5490,59858,2012,2,Diesel,SUV,1.7L,Manual,5,5
Fiat 500,6599,55000,2015,,Petrol,Hatchback,1.2L,Manual,3,4
Volkswagen Polo,5450,75818,2013,4,Petrol,Hatchback,1.2L,Manual,5,5
Ford Fiesta,3230,90400,2012,1,Petrol,Hatchback,1.3L,Manual,5,5
Vauxhall Corsa,1950,93000,2012,4,Petrol,Hatchback,1.2L,Manual,3,5
KIA Sportage,10198,50028,2016,,Petrol,SUV,1.6L,Manual,5,5
BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4,5
KIA Sportage,8490,50000,2014,1,Petrol,SUV,1.6L,Manual,5,5
Audi A3,6295,82147,2009,,Petrol,Hatchback,1.8L,Automatic,3,5
Toyota Yaris,4690,30000,2008,1,Petrol,Hatchback,1.8L,Manual,5,5
Toyota Prius,5949,145000,2016,3,Petrol Hybrid,Saloon,1.5L,Automatic,4,5
Volkswagen Golf,2495,113400,2007,4,Petrol,Hatchback,1.6L,Manual,5,5
Audi A1,7995,50500,2012,,Petrol,Hatchback,,Automatic,3,4
Nissan Murano,4950,118000,2010,,Petrol,SUV,3.5L,Automatic,5,5
Audi A3,2249,125000,2005,3,Diesel,Hatchback,2.0L,Manual,5,5
BMW 5 Series,7900,113000,2014,3,Diesel,Saloon,2.0L,Automatic,4,5
Vauxhall Astra,1975,100570,2005,2,Petrol,Hatchback,1.6L,Manual,5,5
Vauxhall Insignia,2950,79000,2011,4,Petrol,Hatchback,1.8L,Manual,5,5
BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4,5
MINI Hatch,10000,46923,2017,3,Petrol,Hatchback,1.5L,Manual,3,4
Toyota RAV4,3495,87738,2006,,Petrol,SUV,2.0L,Manual,5,5
Volkswagen Golf,3889,74100,2010,,Petrol,Hatchback,1.4L,Manual,5,5
MINI Hatch,10000,46923,2017,3,Petrol,Hatchback,1.5L,Manual,3,4
Ford Fiesta,1480,70000,2004,,Petrol,Hatchback,1.4L,Manual,5,5
Peugeot 208,3995,90000,2012,4,Petrol,Hatchback,1.2L,Manual,5,5
MINI Hatch,7499,55750,2014,2,Petrol,Hatchback,1.2L,Manual,3,4
Suzuki Swift,2999,103310,2012,3,Petrol,Hatchback,1.2L,Manual,3,4
BMW X5,13999,115000,2013,4,Diesel,SUV,3.0L,Automatic,5,5
Honda Civic,5000,93000,2014,2,Diesel,Hatchback,1.6L,Manual,5,5
Fiat 500,2395,89701,2009,5,Petrol,Hatchback,1.2L,Manual,3,4
Ford Focus,798,140599,2008,,Petrol,Hatchback,1.6L,Manual,5,5
MINI Hatch,10000,46923,2017,3,Petrol,Hatchback,1.5L,Manual,3,4
Peugeot 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5,5
Ford Fiesta,3395,92132,2010,5,Petrol,Hatchback,1.6L,Manual,3,5
Honda Civic,10000,41579,2016,,Petrol,Hatchback,1.4L,Manual,5,5
Hyundai i30,3000,89321,2012,4,Diesel,Hatchback,1.6L,Manual,5,5
Audi A3,1350,126085,2003,6,Petrol,Hatchback,1.6L,Automatic,5,5
Audi A3,4950,88000,2010,,Diesel,Hatchback,1.6L,Automatic,5,5
Vauxhall Astra,3990,91000,2014,2,Petrol,Hatchback,1.4L,Manual,5,5
Peugeot 406,3000,67000,1998,5,Petrol,Coupe,3.0L,Automatic,2,4
Vauxhall Astra,3495,107504,2014,3,Petrol,Hatchback,1.6L,Manual,5,5
KIA Sportage,4950,104000,2010,1,Petrol,SUV,1.6L,Manual,5,5
Volkswagen Polo,4490,49411,2007,4,Petrol,Hatchback,1.4L,Automatic,5,5
Peugeot 207,1299,87000,2008,5,Diesel,Hatchback,1.6L,Manual,5,5
BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4,5
KIA Sportage,10198,50028,2016,,Petrol,SUV,1.6L,Manual,5,5
Renault Megane,3995,72000,2013,3,Petrol,Hatchback,1.6L,Manual,5,5
BMW X1,7995,51000,2014,1,Diesel,SUV,2.0L,Automatic,5,5
Honda Civic,2300,49376,2006,2,Petrol,Hatchback,1.8L,Manual,5,5
Mercedes-Benz C Class,12000,86000,2016,4,Diesel,Saloon,1.6L,Automatic,4,5
BMW X5,3950,125000,2005,,Petrol,SUV,4.4L,Automatic,5,5
Volkswagen Golf,1949,96000,2001,,Petrol,Hatchback,1.6L,Automatic,5,5
BMW 3 Series,7200,71026,2012,,Diesel,Convertible,2.0L,Automatic,2,4
SKODA Octavia,3495,152544,2014,3,Petrol,Hatchback,1.2L,Manual,5,5
Vauxhall Corsa,3675,65000,2013,3,Petrol,Hatchback,1.2L,Manual,5,5
MG MG3,8198,27649,2019,,Petrol,Hatchback,1.5L,Manual,5,5
Volkswagen Polo,2495,149000,2010,1,Diesel,Hatchback,1.2L,Manual,5,5
KIA Sportage,10198,50028,2016,,Petrol,SUV,1.6L,Manual,5,5
Honda Civic,9198,78691,2018,,Diesel,Hatchback,1.6L,Manual,5,5
Ford Focus,5345,67000,2012,,Diesel,Hatchback,1.6L,Manual,5,5
Renault Clio,2695,79732,2010,,Petrol,Hatchback,1.2L,Manual,3,5
Jeep Renegade,4500,113200,2015,2,Diesel,SUV,1.6L,Manual,5,5
Fiat 500,4650,67300,2014,3,Petrol,Hatchback,1.2L,Manual,3,4
Nissan Qashqai+2,4495,113000,2010,2,Petrol,SUV,1.6L,Manual,5,7
MINI Hatch,3449,55000,2013,,Diesel,Hatchback,1.6L,Manual,3,4
Volkswagen Polo,6900,35515,2012,,Petrol,Hatchback,1.2L,Automatic,,5
Renault Megane,4000,51100,2014,2,Diesel,Coupe,1.5L,Manual,3,5
Ford Focus,4950,100000,2012,4,Petrol,Estate,1.6L,Automatic,5,5
Fiat 500,6490,14700,2008,2,Petrol,Hatchback,1.2L,Automatic,3,4
Peugeot 207,1299,87000,2008,5,Diesel,Hatchback,1.6L,Manual,5,5
MINI Hatch,10000,46923,2017,3,Petrol,Hatchback,1.5L,Manual,3,4
KIA Sportage,10198,50028,2016,,Petrol,SUV,1.6L,Manual,5,5
Mazda Mazda2,6995,54100,2016,2,Petrol,Hatchback,1.5L,Manual,5,5
Ford KA,2795,83655,2012,2,Petrol,Hatchback,1.2L,Manual,3,4
Peugeot 308,3550,74000,2013,3,Diesel,Hatchback,1.6L,Manual,5,5
Vauxhall Astra,3500,78000,2015,2,Petrol,Hatchback,1.6L,Manual,5,5
Vauxhall Astra,5700,79910,2016,2,Petrol,Hatchback,1.4L,Manual,5,5
Vauxhall Corsa,2950,82471,2011,4,Petrol,Hatchback,1.2L,Manual,5,5
Toyota Auris,3295,111695,2011,3,Petrol,Hatchback,1.3L,Manual,5,5
Hyundai i20,4999,56700,2013,,Petrol,Hatchback,1.2L,Manual,5,5
Renault Scenic,2500,80000,2010,,Diesel,MPV,1.5L,Manual,5,5
BMW 3 Series,6500,64000,2007,8,Petrol,Convertible,3.0L,Automatic,2,4
Peugeot 207,999,111400,2007,2,Diesel,Hatchback,1.6L,Manual,5,5
Ford Focus,8975,86500,2017,,Diesel,Hatchback,1.5L,Manual,5,5
BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4,5
Mazda Mazda3,2350,77000,2008,4,Petrol,Hatchback,1.6L,Manual,5,5
Ford Fiesta,4195,111535,2014,1,Petrol,Hatchback,1.0L,Manual,5,5
BMW 3 Series,7200,71026,2012,,Diesel,Convertible,2.0L,Automatic,2,4
Land Rover Range Rover Evoque,8995,87000,2012,,Diesel,SUV,2.2L,Manual,5,5
Fiat 500L,3800,64000,2013,2,Petrol,MPV,1.4L,Manual,5,5
Chrysler Grand Voyager,2950,106000,2006,4,Petrol,MPV,3.3L,Automatic,5,7
Mercedes-Benz CLK,2500,108000,2009,2,Petrol,Convertible,3.5L,Automatic,2,4
Peugeot 208,4889,52000,2015,,Petrol,Hatchback,1.2L,Manual,5,5
Renault Clio,8495,51878,2018,1,Petrol,Hatchback,0.9L,Manual,5,5
BMW 4 Series,12000,55000,2016,,Petrol,Coupe,2.0L,Automatic,2,3
Vauxhall Insignia,2950,79000,2011,4,Petrol,Hatchback,1.8L,Manual,5,5
BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4,5
Vauxhall Corsa,10698,22782,2020,,Petrol,Hatchback,1.2L,Manual,5,5
Volkswagen Golf,2500,124000,1988,7,Petrol,Hatchback,1.8L,Automatic,5,5
Volkswagen Golf Plus,1789,100000,2007,,Diesel,Hatchback,1.9L,Manual,5,5
MINI Hatch,7995,89000,2015,3,Petrol,Hatchback,2.0L,Automatic,3,4
Nissan Juke,7999,37000,2016,,Petrol,SUV,1.2L,Manual,5,5
Land Rover Range Rover Sport,3950,135000,2005,4,Petrol,SUV,4.4L,Automatic,5,5
KIA Sportage,10198,50028,2016,,Petrol,SUV,1.6L,Manual,5,5
Honda Civic,2490,83000,2006,4,Petrol,Hatchback,1.8L,Manual,5,5
Nissan X-trail,5995,108000,2015,1,Diesel,SUV,1.6L,Manual,5,5
Ford Focus,2399,65700,2007,2,Petrol,Estate,1.6L,Manual,5,5
Honda Accord,5000,118000,2009,,Petrol,Saloon,2.4L,Automatic,4,5
Peugeot 207,1299,87000,2008,5,Diesel,Hatchback,1.6L,Manual,5,5
Peugeot 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5
Peugeot 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5,5
BMW 1 Series,4995,132164,2009,,Petrol,Convertible,3.0L,Automatic,2,4
Peugeot 107,2300,77230,2008,3,Petrol,Hatchback,1.0L,Manual,5,4
Vauxhall Astra,1900,126000,2010,2,Diesel,Hatchback,1.7L,Manual,5,5
Renault Captur,6899,70000,2016,2,Petrol,SUV,0.9L,Manual,5,5
Dacia Sandero,3799,56200,2014,,Petrol,Hatchback,1.2L,Manual,5,5
Vauxhall Corsa,12000,18992,2020,,Petrol,Hatchback,1.2L,Manual,5,5
Volkswagen Golf,2995,99000,2005,5,Petrol,Hatchback,1.6L,Automatic,5,5
Citroen C4 CACTUS,5995,86260,2014,,Petrol,Hatchback,1.2L,Manual,5,5
Ford Focus,1799,126000,2009,,Petrol,Hatchback,1.6L,Manual,5,5
Porsche 944,6750,121000,1987,7,Petrol,Coupe,2.5L,Manual,2,4
Peugeot 207,1299,87000,2008,5,Diesel,Hatchback,1.6L,Manual,5,5
Peugeot 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5,5
Peugeot 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5,5
Ford Galaxy,6495,68000,2011,2,Diesel,MPV,2.0L,Automatic,5,7
Mercedes-Benz E Class,3889,140000,2011,,Diesel,Saloon,2.1L,Automatic,4,5
Toyota Yaris,2995,69400,2006,,Petrol,Hatchback,1.0L,Manual,5,5
Ford Focus,7299,70000,2015,2,Petrol,Hatchback,1.0L,Manual,5,5
Nissan Micra,3975,65000,2013,2,Petrol,Hatchback,1.2L,Manual,5,5
Toyota Aygo,3295,53000,2010,,Petrol,Hatchback,1.0L,Manual,5,4
Ford Fiesta,7999,43000,2018,,Petrol,Hatchback,1.1L,Manual,5,5
BMW 3 Series,2490,81645,2007,8,Petrol,Saloon,2.0L,Automatic,4,5
Mercedes-Benz C Class,4799,67000,2008,,Diesel,Saloon,2.1L,Automatic,4,5
Renault Megane,6990,43200,2015,2,Petrol,Convertible,1.2L,Manual,2,4
Vauxhall Corsa,1950,93000,2012,4,Petrol,Hatchback,1.2L,Manual,3,5
Peugeot 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5,5
Peugeot 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5
Toyota Aygo,2275,85000,2009,2,Petrol,Hatchback,1.0L,Manual,5,4
Mazda Mazda2,1695,57505,2005,,Petrol,Hatchback,1.4L,Manual,5,5
Ford Fiesta,5995,69856,2015,2,Petrol,Hatchback,1.0L,Manual,3,5
Vauxhall Corsa,10698,22782,2020,,Petrol,Hatchback,1.2L,Manual,5,5
Ford C-max,2995,90000,2009,7,Petrol,MPV,2.0L,Automatic,5,5
Audi A3,6345,86000,2013,,Petrol,Hatchback,1.4L,Manual,3,5
MINI Hatch,8450,101000,2015,3,Petrol,Hatchback,2.0L,Manual,3,4
Mercedes-Benz C Class,2500,85000,2004,,Petrol,Saloon,1.8L,Manual,4,5
Honda Jazz,2100,65316,2008,7,Petrol,Hatchback,1.4L,Manual,5,5
Vauxhall Corsa,1950,93000,2012,4,Petrol,Hatchback,1.2L,Manual,3,5
Peugeot 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5
Peugeot 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5
Audi A5,3500,110350,2009,4,Diesel,Coupe,2.0L,Manual,2,4
Alfa Romeo Mito,1995,81497,2009,3,Petrol,Hatchback,1.4L,Manual,3,4
Honda Accord,4580,99000,2012,2,Diesel,Estate,2.2L,Automatic,5,5
Hyundai Accent,2475,70000,2007,5,Petrol,Hatchback,1.4L,Automatic,3,5
Toyota Aygo,2495,74765,2009,,Petrol,Hatchback,1.0L,Manual,5,4
Nissan Micra,3095,37000,2003,3,Petrol,Hatchback,1.2L,Automatic,5,5
Volvo S60,2000,108000,2003,,Petrol,Saloon,2.0L,Automatic,4,5
Vauxhall Mokka,6999,69000,2015,2,Petrol,SUV,1.6L,Manual,5,5
KIA Soul,1995,121261,2010,2,Diesel,SUV,1.6L,Manual,5,5
BMW X5,3889,65000,2004,,Petrol,SUV,3.0L,Automatic,5,5
SEAT Ibiza,2799,99061,2011,,Petrol,Hatchback,1.2L,Manual,3,5
Peugeot 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5
Vauxhall Corsa,2995,47988,2009,,Petrol,Hatchback,1.2L,Manual,3,5
Mercedes-Benz C Class,2299,156000,2008,,Diesel,Saloon,2.1L,Manual,4,5
Vauxhall Astra,495,97000,2011,7,Diesel,Hatchback,1.7L,Manual,5,5
Nissan Sunny,999,60000,1985,,Petrol,Saloon,1.3L,Manual,4,
Subaru Impreza,2395,130100,2001,5,Petrol,Saloon,2.0L,Manual,4,5
Ford Focus,1595,81000,2008,7,Petrol,Hatchback,1.8L,Manual,5,5
Volkswagen Polo,895,117850,2008,4,Petrol,Hatchback,1.2L,Manual,3,5
Volkswagen Bora,1000,112153,2002,,Petrol,Saloon,2.0L,Manual,4,5
MINI Hatch,1295,107000,2008,5,Petrol,Hatchback,1.4L,Manual,3,4
Peugeot 407,995,144100,2007,4,Diesel,Saloon,2.0L,Manual,4,5
Toyota Yaris,750,161000,1999,8,Petrol,Hatchback,1.3L,Manual,3,5
Renault Clio,1990,120863,2012,,Petrol,Hatchback,1.1L,Manual,3,5
Vauxhall Corsa,2995,47988,2009,,Petrol,Hatchback,1.2L,Manual,3,5
Toyota Yaris,2995,81224,2006,,Petrol,Hatchback,1.0L,Manual,3,5
Renault Clio,2895,70100,2012,2,Diesel,Hatchback,1.5L,Manual,3,5
Nissan Qashqai,1495,149000,2009,,Petrol,Hatchback,1.6L,Manual,5,5
Suzuki Swift,1195,75677,2008,,Petrol,Hatchback,1.3L,Manual,5,5
Honda Civic,1000,101000,2007,3,Petrol,Hatchback,1.8L,Manual,5,5
Nissan Primera,1599,57145,1997,,Petrol,Hatchback,1.6L,Manual,5,5
Citroen C3,1450,135000,2010,4,Diesel,Hatchback,1.4L,Manual,5,5
Vauxhall Insignia,1695,123000,2012,4,Diesel,Hatchback,2.0L,Manual,5,5
Ford S-max,750,120000,2007,5,Diesel,MPV,2.0L,Manual,5,7
Vauxhall Corsa,4489,61000,2014,,Petrol,Hatchback,1.4L,Manual,3,5
Volvo V70,795,274100,2004,6,Petrol,Estate,2.4L,Automatic,5,5
Ford Fiesta,2490,42800,2007,,Petrol,Hatchback,1.2L,Manual,3,5
Toyota Yaris,2995,81224,2006,,Petrol,Hatchback,1.0L,Manual,3,5
Ford Focus,10970,91000,2019,1,Petrol,Hatchback,1.5L,Manual,5,5
Suzuki Alto,1595,91000,2010,,Petrol,Hatchback,1.0L,Manual,5,4
Vauxhall Vectra,3295,93000,2007,,Petrol,Hatchback,2.8L,Manual,5,5
BMW 1 Series,1995,143222,2011,3,Diesel,Hatchback,2.0L,Manual,5,5
Renault Clio,1990,120863,2012,,Petrol,Hatchback,1.1L,Manual,3,5
Ford Mondeo,3500,102000,2014,7,Diesel,Hatchback,1.6L,Manual,5,5
Mercedes-Benz C Class,1450,113000,2006,3,Petrol,Coupe,1.8L,Automatic,2,4
Honda Civic,2250,82000,2006,6,Petrol,Hatchback,1.4L,Manual,5,5
Subaru Impreza,2395,130100,2001,5,Petrol,Saloon,2.0L,Manual,4,5
Vauxhall Corsa,2995,79011,2007,,Petrol,Hatchback,1.4L,Manual,3,5
Toyota Yaris,2995,81224,2006,,Petrol,Hatchback,1.0L,Manual,3,5
Peugeot 107,1995,118000,2013,3,Petrol,Hatchback,1.0L,Manual,3,4
Volkswagen Scirocco,3195,101296,2011,4,Petrol,Hatchback,1.4L,Manual,3,4
Porsche Cayenne,1500,138000,2005,7,Petrol,SUV,3.2L,Automatic,5,5
Mazda Mazda2,2495,59000,2009,2,Petrol,Hatchback,1.5L,Manual,3,5
Ford Mondeo,1895,110000,2008,4,Diesel,Hatchback,1.8L,Manual,5,5
Citroen C4,2295,115000,2012,3,Diesel,Hatchback,1.6L,Manual,5,5
Fiat Punto,1995,114000,2013,7,Petrol,Hatchback,1.2L,Manual,3,5
Mercedes-Benz C Class,2999,67473,2010,5,Petrol,Saloon,1.8L,Automatic,4,5
Volkswagen Golf,2495,144000,2012,2,Diesel,Hatchback,1.6L,Manual,5,5
Vauxhall Astra,2500,136842,2014,1,Diesel,Estate,1.6L,Manual,5,5
Volvo V70,795,274100,2004,6,Petrol,Estate,2.4L,Automatic,5,5
Toyota Yaris,2995,81224,2006,,Petrol,Hatchback,1.0L,Manual,3,5
Ford Focus,10970,91000,2019,1,Petrol,Hatchback,1.5L,Manual,5,5
Vauxhall Astra,1875,122000,2010,5,Petrol,Hatchback,1.6L,Manual,5,5
Vauxhall Corsa,2000,75000,2005,,Petrol,Hatchback,1.4L,Manual,3,5
MINI Hatch,2600,117000,2008,5,Petrol,Hatchback,1.6L,Manual,3,4
Citroen DS3,3695,65000,2011,4,Diesel,Hatchback,1.6L,Manual,3,5
Mazda Mazda2,1550,73000,2010,7,Petrol,Hatchback,1.3L,Manual,5,5
BMW 3 Series,1995,107000,2006,3,Petrol,Saloon,2.0L,Manual,4,5
Vauxhall Vectra,2250,52200,2007,,Petrol,Hatchback,1.8L,Manual,5,5
Volvo S40,2995,112000,2008,1,Petrol,Saloon,2.0L,Manual,4,5
Renault Clio,2895,70100,2012,2,Diesel,Hatchback,1.5L,Manual,3,5
Fiat 500C,3995,87986,2010,,Petrol,Convertible,1.2L,Manual,2,4
Toyota Yaris,2995,81224,2006,,Petrol,Hatchback,1.0L,Manual,3,5
Ford Fiesta,2995,105000,2009,5,Petrol,Hatchback,1.6L,Manual,5,5
Nissan Qashqai,2895,114000,2010,4,Diesel,SUV,1.5L,Manual,5,5
Peugeot 308,1995,76954,2009,,Petrol,Hatchback,1.6L,Manual,5,5
Ford Focus,1499,113187,2008,2,Petrol,Hatchback,1.6L,Manual,5,5
Ford Fiesta,2490,42800,2007,,Petrol,Hatchback,1.2L,Manual,3,5
Renault Kangoo,2495,94000,2008,,Petrol,MPV,1.2L,Manual,5,5
Peugeot 308,3995,92000,2014,4,Diesel,Hatchback,1.6L,Manual,5,5
Mazda Mazda6,1500,155670,2015,1,Diesel,Estate,,Manual,,
Alfa Romeo 159,2420,86400,2009,5,Diesel,Saloon,1.9L,Manual,4,5
Honda Civic,4495,62000,2012,4,Petrol,Hatchback,1.4L,Manual,5,5
Ford Focus,1499,113187,2008,2,Petrol,Hatchback,1.6L,Manual,5,5
Toyota Yaris,2995,81224,2006,,Petrol,Hatchback,1.0L,Manual,3,5
Ford Focus,10970,91000,2019,1,Petrol,Hatchback,1.5L,Manual,5,5
Volkswagen Golf,1995,163100,2008,1,Diesel,Hatchback,2.0L,Manual,5,5
Honda Civic,1075,142000,2008,3,Petrol,Hatchback,1.8L,Manual,5,5
Ford Focus,2295,115000,2011,4,Diesel,Hatchback,1.6L,Manual,5,5
Vauxhall Corsa,2495,72000,2011,4,Petrol,Hatchback,1.4L,Manual,5,5
MINI Hatch,1875,98710,2007,9,Petrol,Hatchback,1.6L,Manual,3,4
Vauxhall Astra,1990,35000,2004,,Petrol,Hatchback,1.4L,Manual,5,5
Nissan Note,2495,99000,2009,3,Diesel,Hatchback,1.5L,Manual,5,5
Peugeot 308,2995,105000,2011,3,Diesel,Hatchback,1.6L,Automatic,5,5
Volkswagen Polo,1650,109000,2008,6,Petrol,Hatchback,1.2L,Manual,3,5
SEAT Altea,1795,122000,2009,4,Diesel,MPV,1.9L,Manual,5,5
Vauxhall Vectra,2250,52200,2007,,Petrol,Hatchback,1.8L,Manual,5,5
Fiat 500C,3995,87986,2010,,Petrol,Convertible,1.2L,Manual,2,4
Vauxhall Adam,4990,67000,2014,,Petrol,Hatchback,1.4L,Manual,3,4
Vauxhall Insignia,2495,96300,2012,,Petrol,Hatchback,1.8L,Manual,5,5
Peugeot 308,1595,114000,2010,3,Diesel,Hatchback,1.6L,Manual,5,5
Toyota Yaris,1595,93000,2006,4,Petrol,Hatchback,1.0L,Manual,3,5
Volkswagen Golf,4495,79700,2012,2,Diesel,Hatchback,1.6L,Manual,5,5
Nissan Micra,2450,133000,2005,1,Petrol,Hatchback,1.2L,Automatic,5,5
Vauxhall Insignia,2495,122000,2012,2,Diesel,Hatchback,2.0L,Manual,5,5
SKODA Rapid,2495,134000,2012,8,Diesel,Hatchback,1.6L,Manual,5,5
Hyundai i20,1995,90000,2010,3,Petrol,Hatchback,1.2L,Manual,3,5
Land Rover Freelander 2,3849,112340,2009,,Diesel,SUV,2.2L,Automatic,5,5
Vauxhall Corsa,1795,95000,2008,,Petrol,Hatchback,1.2L,Manual,3,5
Renault Megane,1995,100000,2009,4,Petrol,Hatchback,1.6L,Manual,5,5
Ford Galaxy,3990,108000,2009,3,Diesel,MPV,2.2L,Manual,5,7
Vauxhall Corsa,1995,69000,2009,4,Diesel,Hatchback,1.3L,Manual,3,5
Renault Clio,2895,70100,2012,2,Diesel,Hatchback,1.5L,Manual,3,5
Vauxhall Astra,3195,28408,2005,,Petrol,Hatchback,1.6L,Manual,5,5
Vauxhall Adam,4990,67000,2014,,Petrol,Hatchback,1.4L,Manual,3,4
Fiat 500,4899,32833,2012,1,Petrol,Hatchback,1.2L,Manual,3,4
Renault Megane,2495,106000,2012,3,Diesel,Coupe,1.5L,Manual,3,5
Vauxhall Astra,1595,152000,2011,4,Diesel,Estate,1.7L,Manual,5,5
Volvo V50,2495,85000,2006,4,Diesel,Estate,2.0L,Manual,5,5
Hyundai ix35,3999,96988,2011,2,Diesel,SUV,1.7L,Manual,5,5
KIA Ceed,2500,90000,2010,,Petrol,Hatchback,1.6L,Manual,5,5
Ford KA,3950,49000,2011,3,Petrol,Hatchback,1.2L,Manual,3,4
Mercedes-Benz C Class,1995,116000,2006,5,Diesel,Saloon,2.1L,Automatic,4,5
Vauxhall Corsa,1699,67000,2006,5,Petrol,Hatchback,1.2L,Manual,5,5
Renault Megane,2495,97000,2012,3,Diesel,Hatchback,1.5L,Manual,5,5
Ford Focus,1499,113187,2008,2,Petrol,Hatchback,1.6L,Manual,5,5
Audi A4,7990,80000,2012,,Petrol,Saloon,1.8L,Manual,4,5
Vauxhall Adam,4990,67000,2014,,Petrol,Hatchback,1.4L,Manual,3,4
Honda Jazz,3470,57000,2009,,Petrol,Hatchback,1.4L,Manual,5,5
